,Id,Sentiment,Instagram Comment Text,clean_text
108,109,negative,"Dasar ANJING tuh cowok bukan org, berani sama cowok biasa one by one jangan sama yg lemah, dasar yah cowok2 jaman skrg, casing doank cowok, nyali nya lebih2 dari banci",dasar anjing tuh cowok orang berani cowok one by one lemah dasar ya cowok jaman casing doang cowok nyali nya banci 
109,110,negative," <USERNAME> iya kasian si micin?? padahal perusahan produk micin mengiklan kan kalo masak ""tambahkan micin biar tambah sedap"" netizen menyudutkan mecin seolah semua kebodohan orang yg punya gangguan jiwa ngemil micin??#justiceformicin",iya kasihan sih micin usah produk micin iklan masak tambah micin biar sedap netizen sudut mecin bodoh orang ganggu jiwa ngemil micin justiceformicin 
110,111,negative,Wahh jngn2 ini Vidio lama...kok bajunya norak bngtt seorang ayuu...terlihat murahaan,vidio baju norak banget ayuu murahaan 
111,112,negative, <USERNAME> bego lo ya,bego iya 
112,113,negative,Editan banget itu. Ya ampun si mommy lambe kehabisan gosib ya buat si pelakor ?????????,edit banget iya ampun sih mommy lambe habis gosib iya sih pelakor 
113,114,negative,yah admin nya termasuk golongan pengonsumsi mecin dan pil pcc.. otak lu rusak min?,ya admin nya golong konsumsi mecin pil pcc otak rusak min 
114,115,negative,cuma org govlok yg prcya ayu slgkuh sma rafi.buktinya rafi sma gigi skrg baek2 aja..dan ktamu ayu itu pelakor?? SUAMI Siapa yg d rebut woyy?? skrg ayu punya suami?? fikir pke otak mkanya jgn kbanyakan micin kan jdi govlok,orang govlok percaya ayu slgkuh rafi bukti rafi gigi ktamu ayu pelakor suami rebut woyy ayu suami fikir pakai otak kbanyakan micin govlok 
115,116,negative, <USERNAME> hoy barisan sakit hati ?? jijikk banget.. fans billy mah ALHAMDULILLAH bgt billy putus sama manusiaa buluk ituu... itu yg ditunggu lama2 akhiry putus juga.. dan sekarang kobil jg jijik sama ni orang :v,hoy baris sakit hati jijikk banget fan billy mah alhamdulillah banget billy putus manusiaa buluk tunggu akhiry putus kobil jijik orang v 
116,117,negative,"MBA  <USERNAME> KALAU KAMU GAK NGERASA CINLOK SAMA BABANG ANTHONY TERUS KALIAN AWALNYA KETEMU DIMANA SIH? DI SINET BOY KAN? ALAH NGAKU AJAAA. BERARTI KAN MBA DUMANG CINLOK, JANGAN SOK2 BILANG GAK CINLOK ITU NAMANYA PEMBODOHAN . WAJAR DONG NETIZEN BILANG RATU CINLOK KENYATAAN EMANG YA KAN? JANGAN MARAH .... RESIKO JADI ARTIS HAHAHHAA PINTER2 YA MBA KALAU MAU CARI ALASAN HAHAHAHAHA",mbak cinlok babang anthony ketemu mana sih sinetron boy alah aku mbak dumang cinlok sok bilang cinlok nama bodoh wajar netizen bilang ratu cinlok nyata iya marah resiko artis hahahhaa pintar iya mbak cari alas hahahahaha 
117,118,negative," <USERNAME> Noh urus tu kuin lu, biar ga gatel nempel2 ama laki orng, masyarakat udh tau kali japok gundik janda gatel,udh kenyataan nya begtu KATANYA ANAK SHOLEHAH AGAMA NYA KUAT TAPI MATA KULIAH AGAMA CMA DPT 1,KATANYA AGAMA NYA KUAT TPI HAMIL DI LUAR",noh urus kuin biar gatel tempel laki orang masyarakat kali japok gundik janda gatel nyata nya begtu anak sholehah agama nya kuat mata kuliah agama agama nya kuat hamil 
118,119,negative," <USERNAME> bilang tu sama kuin lu, jangan gesek grepe ama lakik orng, ga malu apa udh hamil di luar nikah, kegatelan amat jadi janda",bilang kuin gesek grepe laki orang malu hamil nikah kegatelan janda 
119,120,negative," <USERNAME> please lo jangan bela pelakor,ini semua hukuman untuk si muljem karna uda tega recut suami sahabat sendiri,dia lagi menjalani sanksi sosialnya!! kenapa valakor mesti dibenci?? karna biar ga ada valakor"" lainnya di Indonesia,biar musnah sem",please bela pelakor hukum sih muljem tega recut suami sahabat jalan sanksi sosial valakor mesti benci biar valakor indonesia biar musnah sem 
120,121,negative,"NAJIS. INI BARU MUAKK, MENJIJIKAN, PELAKOR. JIJIK",najis muakk jijik pelakor jijik 
121,122,negative,Semoga pelakor2 kena karma dan semoga dapat karma yg meninggalkan istrinya yg bwrjuang dg dia dr nol tp setelah sukses selingkuh dan sok jd penguasa ke istri ya..,moga pelakor kena karma moga karma tinggal istri bwrjuang nol sukses selingkuh sok kuasa istri iya 
122,123,negative,Sedih ya skrg ngamen di kawinan org .. mantan istri mahhhh naik pesawat jet .. bhay pelakor n botakbego ??????,sedih iya ngamen kawin orang mantan istri mah pesawat jet bhay pelakor botakbego 
123,124,negative, <USERNAME> heeehh lo pelakornya yaaaakkk??? Ngapa lo jadi emosi??? Situuu kenal gw??? Kalo berani pake akun asli dong. Pantes pake akun bodong! Ngerebut laki orang juga diem2. ?????????? keceplosan yak pake aku bodong. Ngakak gueeee ?????????? lucu lo!,heeehh pelakornya yaaaakkk ngapa emosi situuu kenal berani pakai akun asli pakai akun bodong rebut laki orang diam ceplos ya pakai bodong tertawa gueeee lucu 
124,125,negative,Wkwkwkwk udh gak laku lagi jd nyanyi dhajatan si lonte pelakor,wkwkwkwk laku nyanyi dhajatan sih lonte pelakor 
125,126,negative," <USERNAME> wakakak banyak lah cerita kyk gituu, buat pembelajaran aja.. jgn sampe ni swamik swamik lebih milih ke pelakor drpd istri pertama. Bakalan hancuuurr bookk ga bohong deh. Bakalan kere bakalan kismin bakalan nyungsep. Emang yg ngatur rezeki tu tuha",wakakak cerita ajar swamik swamik pilih pelakor istri hancuuurr bookk bohong deh uang kismin nyungsep atur rezeki tuha 
126,127,negative,Ini cwenya yg bego apa cwonya yg pinter ya ?! Emg lakinya kaya ?! Atau macho atau apa gitu plus nya ? Kayanya cuma jago gombal ?? atau maennya gesit ?! Ulala #ngakakabis,cwenya bego cwonya pintar iya laki kayak macho plus nya kayak jago suka rayu maennya gesit ulala ngakakabis 
127,128,negative, <USERNAME> kamu itu yg bodoh! Ngapain keluarga depok komen org yg gak ada artinya lagi buat mereka??. ..cuma kalian aja yg hidupnya gak bahagia yg suka menghujat orang dan hidup artis ayu terlalu berpengaruh buat kamu!!. Emang dasar kamu benci ayu..klo,bodoh keluarga depok komen orang hidup bahagia suka hujat orang hidup artis ayu pengaruh dasar benci ayu 
128,129,negative, <USERNAME> saya mah lihat yg terlihat jelas.. bukan main prasangka kayak elu.elu itu haters kayak dukun...dukun titisan dajjal .. sok Pinter tapi otak kosong?????? sorry ye.. gue bala Nabi Muhammad yg percaya klo udh ditunjukkin 4 saksi Dan bukti.. klo,mah lihat main prasangka kayak haters kayak dukun dukun titis dajjal sok pintar otak kosong maaf ye bala nabi muhammad percaya ditunjukkin saksi bukti 
129,130,negative,Mata ku sepet baca koment fans ubul empang ..minggir woy bikin rusuh aja nih jaer amis jijik sumpah.soal enji sm cewek lain ttp aja bala jaer nyampah bikin ribut .,mata ku sepet baca komentar fan ubul empang minggir woy bikin rusuh jaer amis jijik sumpah enji cewek bala jaer sampah bikin ribut 
130,131,negative,"Ini siapa sih si enji, hartis kah ? Males banget jijik laki model beginian mah gak ada tanggung jwbnya. Ayu bunting di tinggalin anak gak di akuin, skrg anak udh nongol bilqis cantek eh sampek bini nya ngeposting yg seolah enji kangen anaknya. Najonggg jijik betoll.. Dah deh min gak usah di bahas lagi laki macam begini, hartis aja bukan gak ada panutan yg bisa di ambil  <USERNAME>",sih sih enji hart kah malas banget jijik laki model mah tanggung jwbnya ayu bunting tinggal anak akuin anak nongol bilqis cantek eh bini nya ngeposting enji kangen anak najonggg jijik betoll deh deh min bahas laki hart panutan ambil 
131,132,negative," <USERNAME> bego nya lagi pede amat ngomong seolah yg dia bilang paling bener, padahal bukti aja kaga ada. Mau keliatan pinter jatohnya bego??",bego nya percaya bicara bilang bukti pintar jatohnya bego 
132,133,negative,Yang pada bilang enji ganteng bebas slingkuh bego kali. Ganteng pala lu bau menyan. Gada ganteng ganteng nya. Kebanyakan gaya kek mantan bini depok nya.,bilang enji ganteng bebas slingkuh bego kali ganteng kepala bau menyan ganteng ganteng nya banyak gaya mantan bini depok nya 
133,134,negative,"Sebenarnye cocok enji sama att, sama sama GATEEEEL hahah pantesan si tongtong dipertemukan dgn enji, udh hukum alam klw jodoh kita cerminan diri kita, nah si entong hrsnya bekaca dgn masa lalu biar sadar tp teryata otak 1 M tetep mau di pertahankan jd skrg mlh menjadi jadi guatelnye, sama aja kek enji, hah",sebenarnye cocok enji att gateeeel hahah pantesan sih tongtong temu enji hukum alam jodoh cermin sih entong bekaca biar sadar teryata otak tahan guatelnye enji hah 
134,135,negative," <USERNAME> oalaahhh,, semakin banyak aja pelakor ?? laki nya jg kegatelan, tp namanya laki ibarat kucing di ksh ikan jaer gratis ya kga nolak wkwkkwkw",oalaahhh pelakor laki nya kegatelan nama laki kucing kasih ikan jaer gratis iya kga nolak wkwkkwkw 
135,136,negative,"Begitulah laki2 ya sis, lebih suka pecun2 murahan, daripada prempuan baik2 berjilbab ato pintar. Enji2, kok downgrade sih? Dari pedangdut naik kelas prempuan berjilbab ehh milih sama pecun lagi.. jeleknya seleramu",laki iya sis suka pecun murah perempuan jilbab pintar enji downgrade sih dangdut kelas perempuan jilbab eh pilih pecun jelek selera 
136,137,negative,Motorninja aj songong amat mba org yg punya mobil lamborgini aj biasa wae kok ????????,motorninja sombong mbak orang mobil lamborgini wae 
137,138,negative,GoBlOk ?????? gua nonton berkali≤ kaget juga ??,bodoh tonton kali kaget 
138,139,negative,"Ga usa pake anjing, babi!! ?????? kalo gw bls gitu wkwk",pakai anjing babi balas wkwk 
139,140,negative,Oh ini toh yang kemaren TIDAK MENGHARGAI KARYA ORANG DAN SEENAKNYA BILANG JELEK BANGET... Aduh itu penganten perempuan nya KEKENYANGAN yah... Ampe kembung gitu perut nya... #pepuraLuGU,oh kemarin harga karya orang bilang jelek banget aduh pengantin perempuan nya kenyang ya kembung perut nya pepuralugu 
140,141,negative,"Dari awal percaya gimik Raffi gigi dn att...sehingga att peserta keluarga di hujad dn anak ny...di hujad ...semakin kesini penonton semakin di bodohin?? semakin publik tertuju mereka ??????yg kasihan para penghujad ....ga apa"" lah ayu ga ada di pesbukers biar dia ngeluarkn album"" baru single baru setelah para artis halan"" keluar nengri gimik"" apa lagi yoo",percaya gimik raffi gigi att att serta keluarga hujad anak nya hujad kesini tonton bodohin publik kasihan penghujad ayu pesbukers biar ngeluarkn album single artis hal nengri gimik ya 
141,142,negative,"Kalo bener gimmick, bodoh banget si ayu cuma demi rating n popularitas berani taruhin harga dirinya buat di nilai buruk oleh mata masyarakat ????",gimmick bodoh banget sih ayu rating popularitas berani taruhin harga nilai buruk mata masyarakat 
142,143,negative,Susah otaknya diemvang mah bikin rusuh dilapak orang,susah otak diemvang mah bikin rusuh lapak orang 
143,144,negative,najiiisss kayak si mba dese ga gitu ajaaa. hahahahaha maling teriak maling. ngaca buuuuuk,najiiisss kayak sih mbak dese hahahahaha maling teriak maling kaca buuuuuk 
144,145,negative, <USERNAME> IYAK KAA HAHAHAHAH geli bgt gasih sama att ih kampung abis:(((,iya kak hahahahah geli banget sih att ih kampung habis 
145,146,negative,"JOGETNYA BIKIN NGAKAKKK ANJIRRRR, KAMPUNGAN BANGET??????  <USERNAME>  <USERNAME>",joget bikin akak anjir kampung banget 
146,147,negative,Bagus la gue berarti ada otak gak kayak lu malu maluin mak lu aja tong akun asli di pake tu yg namanya bego!  <USERNAME>,bagus otak kayak malu maluin tong akun asli pakai nama bego 
147,148,negative,"Yg bego mah elu, ibu mana sih yg mau ngasih contoh buruk ke anaknya , pake mata lo, emg ada di dugem bawa anak , bego sih -_- jaman udah texas , dan gue jamin dijaman anaknya jga pasti udh lebih texas . Selagi ga ngerugiin lo yaudah . Sewot banget .",bego mah sih contoh buruk anak pakai mata dugem bawa anak bego sih jaman texas jamin jam anak texas selagi ngerugiin ya sewot banget 
148,149,negative,"Si wanita jahiliyah.. Lesbi , skrg udh py pacar lg. Kasian anaknya. Kmrn di ksh bencana slnya dia tega misahin anak dr bapak nya, dia ktakutan anak nya masuk islam pdhl bp nya g prnh nuntut anaknya memeluk islam. Udh di ksh nikmat anak 3 org, msh aja begajulan.",sih wanita jahiliyah lesbi pacar kasihan anak kemarin kasih bencana slnya tega misahin anak nya ktakutan anak nya masuk islam bp nya tuntut anak peluk islam kasih nikmat anak orang nakal 
149,150,negative, <USERNAME> gw tanya. Emang kador artis beneran? Komen lo tolol sumpah. Masa harus kenal dia buat nilai dia artis atau bukan. Hahaha semua org indo jg pasti setuju kalo kador bukan artis tp cuma celebgram dr kampung. Lo tau kan bedanya artis dg selebgra,kador artis benar komen tolol sumpah kenal nilai artis hahaha orang indonesia tuju kador artis celebgram kampung beda artis selebgra 
150,151,negative, <USERNAME> hahahaaaa trs gue tanya. Lo tolol? PAke nanya kador bencong atau ngga padahal blm kenal wkwkwkwkw. Eh semua org jg bisa nilai si kador bencong beneran dr gerak gerik melambay suara ngondek dan pake baju cewek begitu nyaman. Mana ada cowok tu,hahahaaaa tolol pakai kador banci kenal wkwkwkwkw eh orang nilai sih kador banci benar gerak gerik melambay suara ngondek pakai baju cewek nyaman cowok 
151,152,negative," <USERNAME> maklumin shaaay... Fans gatis keras itu otaknya bebel, realita seperti apa jg ga bakalan dia terima... Seperti halnya nagita itu artis uda dr jaman dia kecil eh di bilang numpang tenar ke rapi mamad,pdhl kan yg jadiin si mamad gede y PH n",maklumin shaaay fan gatis keras otak bebel realita terima hal nagita artis jaman eh bilang numpang tenar rapi mamad sih mamad gede ya ph 
152,153,negative, <USERNAME>.bee idih najong lu tag2 org! Nimbrung aja kek mujaer lo! Dia ga bakal terkenal klo ga bawa2 nama ayu ting ting sm nagita! Duh bego dipiara! Kesian,bee idih najong tag orang nimbrung mujaer kenal bawa nama ayu ting ting nagita aduh bego piara kasihan 
153,154,negative,"langsung saja bilang siapa yg di maksud, klu gini namanya MUNAFIK!",langsung bilang maksud nama munafik 
154,155,negative,"Jedar emg muka 2 kali, didepan baik, dibelakang busuk, mulutnya kek banci cucoklah 2 banci tu",jedar muka kali depan belakang busuk mulut banci cucoklah banci 
155,156,negative,AMIT AMIT DEH ORANG JAHAT... PENJILAT PEMBOHONG PELAKOR JIJIK BANGET,amit amit deh orang jahat jilat bohong pelakor jijik banget 
156,157,negative,"Wkwkwkwk... Ya Allah ya Tuhan ku knp lah org2 munafik ni tp sok suci, mulan jamela kan ayu ting2 ngikuti jejak a bukan? Wkwkwk  <USERNAME>",wkwkwkwk iya allah iya tuhan ku orang munafik sok suci mulan jamela ayu ting ngikuti jejak a wkwkwk 
157,158,negative,"Dlu si pelakor ini yg sombong krn brhasil dapetin si botak smpe mnceraikan bunda maya,skrg hdp ny mkin anjlok malah bunda maya yg sring jelong2 kluarnegri..??????",sih pelakor sombong hasil sih botak mnceraikan bunda maya hidup nya anjlok bunda maya sring jelong kluarnegri 
158,159,negative,Hahhahaha dan sesungguhnya allah swt melaknat wanita perebut dan pezina dengan suami sah oranglain ????????,hahhahaha sungguh allah swt laknat wanita rebut zina suami sah oranglain 
159,160,negative,"@w.lina2706 hemmmm capekmiskin sist, skrg blik kere lg jd artis jg g laku, dah lah karma tu pasti ada...  <USERNAME> dr pada sirik nyinyirin nyonya, tuh bantuin jualan cireng nya tuh, cilok nya tuh untunnya buat liburan monaco, jangan bromo trus",atuser hemmmm capekmiskin sist uang artis laku deh karma sirik nyinyir nyonya tuh bantuin jual cireng nya tuh cilok nya tuh untun libur monaco bromo 
160,161,negative,Kepo juga sm nyonyiah lu jongos  <USERNAME> emng tetehlu pas hamil peak udeh dinikahin ?? Brojol anak br di sirih EMNG LONTEEEEE kelas akun jamahliur dan junjungan hehe ??????,urus orang nyonyiah jongos tetehlu pas hamil peak dinikahin brojol anak sirih lonteeeee kelas akun jamahliur junjung he 
161,162,negative,"Eh jongos cba gue duluan yg nanya sm lu .. emng nyonyiah ada gembar gembor udah nikah.. adakah nyonyiah ngaku udeh nikah ???? Dr pada tetehlu yg lonte perek itu tiba"" brojol dan ngaku nikah siri sm laki nyonyiah dan hamidun sapeak anak ilegal dibilng FITNA KEJI haha lonte menolak lupa xixix ??????  <USERNAME>",eh jongos coba duluan nyonyiah gembar gembor nikah ada nyonyiah aku nikah tetehlu lonte perek brojol aku nikah siri laki nyonyiah hamidun sapeak anak ilegal dibilng fitna keji tertawa lonte tolak lupa xixix 
162,163,negative," <USERNAME> sini gua jawab currr ya bunmai sdh pernah nikah Tp sekarang janda dia janda karena suami nya di rampas Mulan jameela,menjijikkan banget ya Mulan jameela sblm rmh tangga bunmai hancur sdh berani bilang Dani suami bersama aduha udh wanita be",currr iya bunmai nikah janda janda suami nya rampas mulan jameela jijik banget iya mulan jameela rumah tangga bunmai hancur berani bilang dan suami aduha wanita be 
163,164,negative,"@w.lina2706  <USERNAME> lucu aja ya sist, lonte di bela2 mati2an... Guoblok di pelihara, di bayar berapa gt sama muljamban, sampe bikin account  <USERNAME> mau maia nikah atau blm nikah apa urusan situ, kelihatan nyinyirnya sirik nya. Sekarang balik",atuser lucu iya sist lonte bela mati an goblok pelihara bayar muljamban bikin account maia nikah nikah urus situ nyinyir sirik nya 
164,165,negative,"Yaela muljem kyak stu bner aja. Gag inget apa udh ngrusak kbhagian klwrga org. Bego d prtahanin y gini ini,",yaela muljem kayak rusak kbhagian keluarga orang bego prtahanin ya 
165,166,negative,Banyak lakik doyan banci! Jadi banci & kawinin banci.... jijik!,laki doyan banci banci awin banci jijik 
166,167,negative," <USERNAME> itu comment yg tidak anda lihat, ada brp banyak. Jangan jadi pengguna medsos yg bodoh jangan asal bunyi. Situ sehat pakai hijab masi nyinyir aja??",comment lihat guna medsos bodoh bunyi situ sehat pakai hijab nyinyir 
167,168,negative," <USERNAME> malu tuh sama kerudung kamu sayang, sama ibadah nya. Sholat aja drpd nyinyirin org dandanan udh sok suci mulut nya kaya sampah??",malu tuh kerudung sayang ibadah nya sholat nyinyir orang dandan sok suci mulut nya kayak sampah 
168,169,negative," <USERNAME> tolong di baca arti dr comment saya, udah kerdus+bodoh lg bilangin org tua nya besok kalo masak jangan pakai mecin, jd udah kerdungab ga sesuai mulut. Besok makan salmon kalo g mampu besok aku tak deliv ke rumahmu .",tolong baca arti comment kerdus bodoh bilang orang tua nya besok masak pakai mecin kerdungab sesuai mulut besok makan salmon besok deliv rumah 
169,170,negative,"Maaf mukanya jelek terus attitude nya buruk,,spesialis plagiat,,dan ketauan pula ,,,",maaf muka jelek attitude nya buruk spesialis plagiat tahu 
170,171,negative,"ini orang otaknya ga pernah di sekolahin ya? itu resiko ketika udah upload sesuatu di sosmed, ya pasti bakal dapet perbincangan dari netizen. public figure kok ga ada otaknya.",orang otak sekolah iya resiko upload sosmed iya bincang netizen public figure otak 
171,172,negative,Artis kampungan wkwk,artis kampung wkwk 
172,173,negative,"Iyaaa gue pernah pacaran? Udah nikah malah, tapi gak seNORAK eloo.. Gak risih emang? Jgn asal aplod, Perhatiin followers lu yg lumayan banyak itu, tar kebawa norak.",iya pacar nikah norak lo risih aplod perhati followers lumayan bawa norak 
173,174,negative,y ampun pnyanyi dangdut kurang tenar songong bangt BACOTNYA ??pngn nyari sensasi tapi kmpungan bangt deh amit amit bool ko d instastory,ya ampun pnyanyi dangdut tenar sombong banget bacot pengin cari sensasi kmpungan banget deh amit amit bool instastory 
174,175,negative,Waaaaoooo..sopan sekali.. bahasami menunjukkan kelasmu !!! Heeeehh.. yg repot ama hidup lu siapahh ?? Elu live nampilin hal2 gak penting..yg nggilanikk.. menjijikkan..diliat org banyak.. ya pantes lah dikomen..klo gak mw dikomen videoin pribadi aja.. nonton sendiri lu ama kluarga lu di rmh.. nambah lagi niy ertong yg gak pny attutude!! Kampungan!!,waaaaoooo sopan bahasami kelas heeeehh repot hidup siapahh live nampilin nggilanikk jijik orang iya dikomen now watching dikomen videoin pribadi tonton keluarga rumah tambah niy ertong attutude kampung 
175,176,negative,"Norak sih,kayak ga ada malunya.kl dia bilang terserah dia,ya udah,simpan fotonya.gak perlu dibagi kesemua orang.lah ini dipamer kemana,resikolah dinyinyiri orang.Insecure banget,kudu ya pamer2 gitu biar semua orang ngerti kl si mbaknya udh py pacar yg bisa dipamer2 pantatnya?Kampung bgt",norak sih kayak malu bilang serah iya simpan foto bagi semua orang pamer mana resiko nyinyir orang insecure banget iya pamer biar orang erti sih mbak pacar pamer pantat kampung banget 
176,177,negative,Koq marah sehhh???dasar wanita kampungan...??,marah sehhh dasar wanita kampung 
177,178,negative,Kampungan.... Artis yg numpang tenar gara2 mukanya mirip Katy Perry doangÖ,kampung artis numpang tenar gara muka katy perry doang 
178,179,negative,Susah kalo artis kampung,susah artis kampung 
179,180,negative,"Ah min, gue lama2 gak suka sama akun ini nih! Berita nya basi! Lo liat dong min.. itu si kellen sama amora lagi dateng.. pake ikut jingkrak2 kok!! Lo saring dulu dong min.. biar berita nya gak blunder.. lo posting juga tu KD udah posting videon kellen ma amora lagi joget2 ma si arsya arsyi!!",ah min suka akun berita nya basi lihat min sih amora pakai jingkrak saring min biar berita nya blunder posting kd posting videon amora joget sih arsya arsyi 
180,181,negative," <USERNAME> iya""km bening, kelewat bening jadi buluk kan ya mbak ?? mbaknya baru nelen apasih komen kaya gini? Apa baru kesurupan ?",iya bening lewat bening buluk iya mbak mbak nelen sih komen kayak surup 
181,182,negative,"kita sekeluarga sangat ngefans dan kagum lihat  <USERNAME> semua nya deh.tapi lihat anak nya yg jelek,buluk kan.  <USERNAME>.hermansyah  <USERNAME> kutuk kan apa yg menimpa bunda KD untung Allah swt sudah menggantikan amora dan adik nya.gemezzzzzzz lihat nya cocok banget jadi Anak artis se class bunda KD ??????",keluarga fan kagum lihat nya deh lihat anak nya jelek buluk hermansyah kutuk timpa bunda kd untung allah swt ganti amora adik nya gemezzzzzzz lihat nya cocok banget anak artis class bunda kd 
182,183,negative,Emang dasar si anak nya aja yg lebay....urusan pribadi di umbar..biar di blow up... hadehh..gunanya whatsapp sms or telp buat apa..suka aneh....,dasar sih anak nya urus pribadi umbar biar blow up hadehh guna whatsapp sms orang telepon suka aneh 
183,184,negative,"Coba liat bibir mu sayang, seperti pantat ayam. Wajah mu bulukan seperti kentut?? perfectoooo?",coba lihat bibir mu sayang pantat ayam wajah mu bulu kentut perfectoooo 
184,185,negative,Gagal fokus dengar suaranya.. koq jengkel ya dengernya... sorry cuman manusia biasa kalo jengkel????,gagal fokus dengar suara jengkel iya dengernya maaf cuman manusia jengkel 
185,186,negative,"Muljem ngomong gak jelas blepotan, gak nyadar mau idup enak aja pake rebut laki orang dulu",muljem bicara blepot sadar hidup enak pakai rebut laki orang 
186,187,negative,??lucu ya si yg bikin kata2.bawa2 Tuhan.kalau dah kepepet. Masa dia ga tau ibarat apa org yg merusak rumah tangga org.ibarat merobohkan bangunan masjid mbak nya.bayangin aja seberapa besar nya dosa mu.nasi dah jdi bubur mba nya moga bisa bahagia di dunia.??,lucu iya sih bikin bawa tuhan deh pepet orang rusak rumah tangga orang roboh bangun masjid mbak nya bayang nya dosa mu nasi deh bubur mbak nya moga bahagia dunia 
187,188,negative,Iyah bener. Tidak Akan merubah pandangan Tuhan terhadap Kita. Terutama elu Setan!! Makanya mikirrrr.. suami majikan kok diembat!!,iya rubah pandang tuhan setan mikirrrr suami majikan embat 
188,189,negative,Gilingan mulan jalang lg kasih ceramah. Hahahaha . dasar cireng gak tau diri gak pernah ngaca. Si cireng lg ceramah sok2 kyk pahlawan kesiangan biar bisa berteman ama sekuter kyk selpii ini.,giling mulan jalang kasih ceramah hahahaha dasar cireng kaca sih cireng ceramah sok pahlawan siang biar teman ter selpii 
189,190,negative,"Ya pandangan Tuhan terhadap lo juga jelek sih gue rasa, dikira perebut suami orang tuh mulia apa dimata Tuhan?????????",iya pandang tuhan jelek sih rebut suami orang tuh mulia mata tuhan 
190,191,negative,"Karna sejatinya kau adalah setan berwujud manusia ,,karna pekerjaan setan ya menggoda manusia ????",sejati setan wujud manusia kerja setan iya goda manusia 
191,192,negative,Pernah ngga mba  <USERNAME> baca ada netizen yg nyesel ga bs nimpuk telor ke si mulan..gw aja ketawa bacanya krn terwakili. Ya ngapain buang2 wktu ketemu orang gak mutu dng si mulan...msh untung nyempet2in bs nuli? disini biar nyadar tuh pelakor ga punya harga diri. Mending ketemu org baik2 spt bunmai...ketularan aura positifnya.,mbak baca netizen sesal timpuk telor sih mulan ketawa baca wakil iya buang ketemu orang mutu sih mulan untung nyempet nuli biar sadar tuh pelakor harga ketemu orang bunmai tular aura positif 
192,193,negative,Editanx paraaaahh...oplas aj laaah nyai drpd ngedit2 gn hahaa kn maluuu,editanx paraaaahh operasi plastik laaah nyai ngedit hahaa malu 
193,194,negative,"jelek,lecek,bantet ??????",jelek lecek bantet 
194,195,negative,Gini amat pengen tenar ya ampuuun...malu kalo jadi anaknya yah kasian,pengin tenar iya ampun malu anak ya kasihan 
195,196,negative,"Heran gw mak  <USERNAME> knp dia masih aja di pake ma AN*V di pesbu**r. Kasus ny bederet, skandal bertubi2.... Gk ada malu ny ?? muka tembok ?? sangat gak ada faedah ny nonton acara yg ada si manusia kardus ini ??",heran pakai an v pesbu r nya bederet skandal tubi malu nya muka tembok faedah nya tonton acara sih manusia kardus 
196,197,negative,"wey org goblok juga bisa bedain vape, shisha sm rokok. jelas jelas lo ngerokok pake acara ga ngaku segala",wey orang bodoh beda vape shisha rokok ngerokok pakai acara aku 
197,198,negative,Jijik saya liatnya...kaya ulet bulu kluget2 gitu...hihihi..ampe sgitunya pengen terkenal...!!,jijik lihat kayak ulet bulu kluget hihihi sgitunya pengin kenal 
198,199,negative,Jablay anjir mukanya... Murahan bangetttt najisss,jarang belai anjing muka murah banget najisss 
199,200,negative," <USERNAME>.alycia iya sist jijik banget gw liatnya sok suci ngatain orang kalo gw sih malulah artis papan atas tapi otak gak di fikir kalo ngomong ,ketauan bngt gada wibawanya kalo emang dia nyadar dia siapa seharusnya dia tau cara berkomentar manusia gada yg ",alycia iya sist jijik banget lihat sok suci katai orang sih malu artis papan otak fikir bicara tahu banget wibawa sadar komentar manusia 
200,201,positive,yang sabar yaa.. insya Allah menjadi pembuka pintu syurga dan penghalang api neraka bagi kedua orang tuanya,sabar ya insya allah buka pintu syurga halang api neraka orang tua 
201,202,positive,Lagu barunya mbak tata kan kisah nyatanya rumah tangga mbak tata.... jadi rasanya mbak tata bener2 sayang get sama suaminya... syukur kalau baikan.... semoga awet...,lagu baru mbak tata kisah rumah tangga mbak tata mbak tata sayang get suami syukur baik moga awet 
202,203,positive,"Yg komen kenapa si mbak ini ga sedih malah ketawa2.. ya iyalah klo kita dah disakiti sm pasangan smpe berlarut2 ngapain juga sih kita sedih ampe depresi segala.. serahin sm Allah aja..bawa happy aja mski sakit.. lagian si mba senyum2 di wajahnya tp hatinya mana tau kan... senyumannya bs jd buat menetralisir kondisi hatinya yg lg terpuruk... ada pepatah bilang ,, klo bahagia jgn trllu bahagia, klo sedih juga jgn trllu sedih... diimbangi aja biar ga gila ??????",komen sih mbak sedih ketawa iya iya deh sakit pasang larut sih sedih depresi serahin allah bawa bahagia mski sakit sih mbak senyum wajah hati senyum menetralisir kondisi hati puruk pepatah bilang bahagia trllu bahagia sedih trllu sedih imbang biar gila 
203,204,positive,"Suka banget sama pasangan satu ini. Semoga gigi dan raffi menjadi keluarga sakinnah, mawaddah, warrahmah. Semoga tidak ada pihak2 yang ingin memisahkan mereka. Jodoh sampai maut memisahkan. Amiin",suka banget pasang moga gigi raffi keluarga sakinnah mawaddah warrahmah moga pisah jodoh maut pisah amin 
